head,prompt_index,prompt,base_token_prob_delta,base_token_logit_delta,base_token_changed,base_token_rank_post,baseline_entropy,modified_entropy,entropy_delta,kl_divergence
L0.H0,0,Rome is the capital of which country? Answer:,0.0029296875,-0.046875,False,1,4.58173131942749,4.580929756164551,-0.0008015632629394531,0.006439313292503357
L0.H0,1,Madrid is the capital of which country? Answer:,-0.004638671875,-0.0546875,False,1,4.481914043426514,4.489056587219238,0.007142543792724609,0.008734473027288914
L0.H0,2,Mexico City is the capital of which country? Answer:,-0.006591796875,-0.046875,False,1,3.951047897338867,3.9657435417175293,0.01469564437866211,0.0016799503937363625
L0.H0,3,Seoul is the capital of which country? Answer:,-0.006591796875,-0.0546875,False,1,4.075168609619141,4.08521032333374,0.01004171371459961,0.0048315320163965225
L0.H0,4,Beijing is the capital of which country? Answer:,0.0020751953125,-0.015625,False,1,4.572419166564941,4.579788684844971,0.007369518280029297,0.000847699586302042
L0.H0,5,New Delhi is the capital of which country? Answer:,-0.00048828125,0.0078125,False,1,4.173561096191406,4.171508312225342,-0.002052783966064453,0.0011873001931235194
L0.H0,6,Moscow is the capital of which country? Answer:,0.0068359375,-0.0078125,False,1,3.9515771865844727,3.913203716278076,-0.038373470306396484,0.003775952849537134
L0.H0,7,London is the capital of which country? Answer:,0.0025634765625,0.0,False,1,4.942486763000488,4.892305850982666,-0.050180912017822266,0.01677860878407955
L0.H0,8,Buenos Aires is the capital of which country? Answer:,0.0107421875,0.0234375,False,1,2.278815269470215,2.2251553535461426,-0.053659915924072266,0.0019396708812564611
L0.H0,9,Cairo is the capital of which country? Answer:,0.0,-0.046875,False,1,4.679884910583496,4.692577838897705,0.012692928314208984,0.0024856249801814556
L0.H0,10,Pretoria is the capital of which country? Answer:,-0.019775390625,-0.1328125,False,1,3.544788360595703,3.6608123779296875,0.11602401733398438,0.004468495957553387
L0.H0,11,Ankara is the capital of which country? Answer:,0.004150390625,0.015625,False,1,4.85821008682251,4.838728904724121,-0.019481182098388672,0.0013102334924042225
L0.H0,12,Jakarta is the capital of which country? Answer:,0.0009765625,-0.0078125,False,1,2.893707275390625,2.8881924152374268,-0.005514860153198242,0.0015032337978482246
L0.H0,13,Riyadh is the capital of which country? Answer:,-0.002685546875,-0.0234375,False,1,3.2489655017852783,3.2669870853424072,0.018021583557128906,0.0007871477864682674
L0.H0,14,Bangkok is the capital of which country? Answer:,-0.00341796875,-0.0390625,False,1,3.5581471920013428,3.5758495330810547,0.017702341079711914,0.001891894731670618
L0.H0,15,Hanoi is the capital of which country? Answer:,0.008056640625,0.0,False,1,3.575899600982666,3.5433430671691895,-0.03255653381347656,0.002758448012173176
L0.H0,16,Oslo is the capital of which country? Answer:,0.009765625,0.0,False,1,2.8395800590515137,2.78873610496521,-0.05084395408630371,0.0022030516993254423
L0.H0,17,Stockholm is the capital of which country? Answer:,0.00634765625,0.015625,False,1,3.4931371212005615,3.438933849334717,-0.05420327186584473,0.004057238344103098
L0.H0,18,Bern is the capital of which country? Answer:,0.0020751953125,-0.03125,False,1,5.090763568878174,5.079845428466797,-0.010918140411376953,0.0049912696704268456
L0.H0,19,Warsaw is the capital of which country? Answer:,-0.03076171875,-0.1640625,False,1,3.3358027935028076,3.488635301589966,0.1528325080871582,0.006151600740849972
L0.H0,20,Athens is the capital of which country? Answer:,-0.03466796875,-0.171875,False,1,3.6392195224761963,3.8073835372924805,0.16816401481628418,0.005889948457479477
