head,prompt_index,prompt,base_token_prob_delta,base_token_logit_delta,base_token_changed,base_token_rank_post,baseline_entropy,modified_entropy,entropy_delta,kl_divergence
L0.H0,0,What is the capital of Solomon Islands? Answer:,-0.00238037109375,-0.0390625,False,1,5.273117542266846,5.264411449432373,-0.008706092834472656,0.0016266487073153257
L0.H0,1,What is the capital of Vanuatu? Answer:,0.0054931640625,0.0625,False,1,4.8324384689331055,4.803182601928711,-0.02925586700439453,0.0009166207164525986
L0.H0,2,What is the capital of Tonga? Answer:,0.001953125,0.0390625,False,1,4.811427116394043,4.759742736816406,-0.05168437957763672,0.002000926062464714
L0.H0,3,What is the capital of Australia? Answer:,-0.0029296875,-0.015625,False,1,4.07849645614624,4.084643840789795,0.0061473846435546875,0.0016236798837780952
L0.H0,4,What is the capital of New Zealand? Answer:,0.00048828125,0.03125,False,1,3.3936710357666016,3.3668532371520996,-0.026817798614501953,0.0004156773502472788
L0.H0,5,What is the capital of Papua New Guinea? Answer:,0.00390625,0.0078125,False,1,4.83553409576416,4.798278331756592,-0.03725576400756836,0.0012832335196435452
L0.H0,6,What is the capital of Fiji? Answer:,-0.025390625,-0.0859375,False,1,3.069650650024414,3.1203911304473877,0.05074048042297363,0.002784962300211191
L0.H1,0,What is the capital of Solomon Islands? Answer:,0.00494384765625,0.0703125,False,1,5.273117542266846,5.258028984069824,-0.015088558197021484,0.0018759738886728883
L0.H1,1,What is the capital of Vanuatu? Answer:,0.0015869140625,0.0,False,1,4.8324384689331055,4.857800006866455,0.02536153793334961,0.0009473199024796486
L0.H1,2,What is the capital of Tonga? Answer:,0.0010986328125,0.0,False,1,4.811427116394043,4.810051918029785,-0.0013751983642578125,0.0005735726444981992
L0.H1,3,What is the capital of Australia? Answer:,-0.00048828125,-0.0078125,False,1,4.07849645614624,4.069632053375244,-0.008864402770996094,0.00023183565645013005
L0.H1,4,What is the capital of New Zealand? Answer:,0.0,0.0078125,False,1,3.3936710357666016,3.388606309890747,-0.005064725875854492,0.00038147246232256293
L0.H1,5,What is the capital of Papua New Guinea? Answer:,0.0010986328125,0.0,False,1,4.83553409576416,4.839547634124756,0.004013538360595703,0.00036597740836441517
L0.H1,6,What is the capital of Fiji? Answer:,0.02099609375,0.078125,False,1,3.069650650024414,3.0100274085998535,-0.05962324142456055,0.0016591199673712254
L0.H2,0,What is the capital of Solomon Islands? Answer:,-0.01910400390625,-0.2734375,True,4,5.273117542266846,5.204820156097412,-0.0682973861694336,0.04615829885005951
L0.H2,1,What is the capital of Vanuatu? Answer:,-0.01483154296875,-0.1328125,True,2,4.8324384689331055,4.820255756378174,-0.01218271255493164,0.01145355124026537
L0.H2,2,What is the capital of Tonga? Answer:,-0.016357421875,-0.109375,False,1,4.811427116394043,4.853032112121582,0.04160499572753906,0.008440614677965641
L0.H2,3,What is the capital of Australia? Answer:,-0.004638671875,-0.03125,False,1,4.07849645614624,4.161009311676025,0.08251285552978516,0.003293967805802822
L0.H2,4,What is the capital of New Zealand? Answer:,-0.005615234375,0.015625,False,1,3.3936710357666016,3.3931994438171387,-0.0004715919494628906,0.0014755306765437126
L0.H2,5,What is the capital of Papua New Guinea? Answer:,-0.0257568359375,-0.140625,False,1,4.83553409576416,4.886761665344238,0.051227569580078125,0.010619031265377998
L0.H2,6,What is the capital of Fiji? Answer:,-0.0625,-0.265625,False,1,3.069650650024414,3.25862455368042,0.18897390365600586,0.015327525325119495
L0.H3,0,What is the capital of Solomon Islands? Answer:,0.00274658203125,0.03125,False,1,5.273117542266846,5.249517440795898,-0.023600101470947266,0.0005557487020269036
L0.H3,1,What is the capital of Vanuatu? Answer:,0.007080078125,0.0703125,False,1,4.8324384689331055,4.787057399749756,-0.04538106918334961,0.0009738525841385126
L0.H3,2,What is the capital of Tonga? Answer:,0.005859375,0.0546875,False,1,4.811427116394043,4.763962268829346,-0.047464847564697266,0.0008555770036764443
L0.H3,3,What is the capital of Australia? Answer:,-0.001953125,0.0,False,1,4.07849645614624,4.0546770095825195,-0.023819446563720703,0.0004694883245974779
L0.H3,4,What is the capital of New Zealand? Answer:,-0.001220703125,0.0,False,1,3.3936710357666016,3.3963301181793213,0.0026590824127197266,0.00034225359559059143
L0.H3,5,What is the capital of Papua New Guinea? Answer:,0.010986328125,0.0703125,False,1,4.83553409576416,4.764997482299805,-0.07053661346435547,0.0010879469336941838
L0.H3,6,What is the capital of Fiji? Answer:,0.0185546875,0.1015625,False,1,3.069650650024414,2.971761703491211,-0.09788894653320312,0.0015011506620794535
L0.H4,0,What is the capital of Solomon Islands? Answer:,0.0087890625,0.0859375,False,1,5.273117542266846,5.262331485748291,-0.010786056518554688,0.005384631920605898
L0.H4,1,What is the capital of Vanuatu? Answer:,0.01495361328125,0.109375,False,1,4.8324384689331055,4.80444860458374,-0.027989864349365234,0.006401244550943375
L0.H4,2,What is the capital of Tonga? Answer:,0.0166015625,0.09375,False,1,4.811427116394043,4.764105796813965,-0.047321319580078125,0.004716894123703241
L0.H4,3,What is the capital of Australia? Answer:,0.0023193359375,-0.015625,False,1,4.07849645614624,4.095006942749023,0.016510486602783203,0.001132600475102663
L0.H4,4,What is the capital of New Zealand? Answer:,-0.000244140625,-0.0546875,False,1,3.3936710357666016,3.442230463027954,0.04855942726135254,0.002710095839574933
L0.H4,5,What is the capital of Papua New Guinea? Answer:,0.01708984375,0.078125,False,1,4.83553409576416,4.759654521942139,-0.07587957382202148,0.0038600710686296225
L0.H4,6,What is the capital of Fiji? Answer:,0.060302734375,0.21875,False,1,3.069650650024414,2.869070053100586,-0.20058059692382812,0.011608882807195187
L0.H5,0,What is the capital of Solomon Islands? Answer:,-0.00311279296875,-0.03125,False,1,5.273117542266846,5.255860805511475,-0.017256736755371094,0.0022778469137847424
L0.H5,1,What is the capital of Vanuatu? Answer:,-0.0067138671875,-0.0546875,False,1,4.8324384689331055,4.84528923034668,0.012850761413574219,0.0010764941107481718
