head,prompt_index,prompt,base_token_prob_delta,base_token_logit_delta,base_token_changed,base_token_rank_post,baseline_entropy,modified_entropy,entropy_delta,kl_divergence,donor_token_prob_delta,donor_token_prob_increase_rate,donor_token_logit_delta,donor_token_rank_pre,donor_token_rank_post,donor_token_rank_increased
L0.H0,0,What is the capital of Japan? Answer:,0.001708984375,0.015625,False,1,4.051553726196289,4.0342559814453125,-0.017297744750976562,0.00012044879258610308,-3.5762786865234375e-07,-0.0020804438280166435,0.0078125,270,270,False
L0.H0,1,What is the capital of Indonesia? Answer:,-0.00244140625,-0.015625,False,1,1.8966050148010254,1.9045062065124512,0.007901191711425781,0.0007076112087816,0.00017547607421875,0.02792956891317547,0.015625,8,8,False
L0.H0,2,What is the capital of Malaysia? Answer:,-0.000732421875,-0.0078125,False,1,3.3926339149475098,3.399663209915161,0.007029294967651367,0.0007455289014615119,-5.340576171875e-05,-0.010416666666666666,-0.015625,17,17,False
L0.H0,3,What is the capital of Singapore? Answer:,-0.0020751953125,-0.015625,False,1,4.845109462738037,4.866616725921631,0.02150726318359375,9.102530020754784e-05,-4.0531158447265625e-06,-0.008970976253298154,-0.015625,197,201,False
L0.H0,4,What is the capital of the Philippines? Answer:,-0.001953125,-0.015625,False,1,4.096367359161377,4.106993675231934,0.01062631607055664,2.4871842470020056e-06,3.6954879760742188e-06,0.018128654970760234,0.0078125,288,284,True
L0.H0,5,What is the capital of Pakistan? Answer:,0.00146484375,0.0078125,False,1,4.143209934234619,4.135061740875244,-0.008148193359375,6.369291804730892e-05,-4.9591064453125e-05,-0.008891928864569083,-0.0078125,20,20,False
L0.H0,6,What is the capital of Bangladesh? Answer:,-0.00439453125,-0.03125,False,1,1.6733953952789307,1.702923059463501,0.029527664184570312,0.0002605738118290901,3.2186508178710938e-06,0.0421875,0.015625,260,257,True
L0.H0,7,What is the capital of Sri Lanka? Answer:,-0.003662109375,-0.03125,False,1,3.232786178588867,3.266723155975342,0.03393697738647461,0.0002533812075853348,2.956390380859375e-05,0.04403409090909091,0.01953125,91,91,False
L0.H0,8,What is the capital of Nepal? Answer:,0.0029296875,0.0,False,1,3.617778778076172,3.6190662384033203,0.0012874603271484375,1.2397184036672115e-05,1.71661376953125e-05,0.02694610778443114,0.01953125,97,96,True
L0.H0,9,What is the capital of Mongolia? Answer:,0.003662109375,0.0390625,False,1,3.8825552463531494,3.828646659851074,-0.053908586502075195,0.0007018487667664886,-2.86102294921875e-05,-0.010691375623663579,0.015625,35,35,False
