head,prompt_index,prompt,base_token_prob_delta,base_token_logit_delta,base_token_changed,base_token_rank_post,baseline_entropy,modified_entropy,entropy_delta,kl_divergence
L0.H0,0,Answer with a German word. English: 'Road' / German: ',0.0029296875,0.015625,False,1,2.05214786529541,2.0291740894317627,-0.02297377586364746,0.0009334025671705604
L0.H0,1,Answer with a German word. English: 'Year' / German: ',0.0009765625,0.015625,False,1,0.20075497031211853,0.19257314503192902,-0.008181825280189514,0.0001993645855691284
L0.H0,2,Answer with a German word. English: 'Truth' / German: ',0.009765625,0.03125,False,1,1.28188157081604,1.2471222877502441,-0.0347592830657959,0.0003209995338693261
L0.H0,3,Answer with a German word. English: 'Big' / German: ',-0.0087890625,-0.03125,False,1,2.4132847785949707,2.432147741317749,0.01886296272277832,0.000571821175981313
L0.H0,4,Answer with a German word. English: 'Love' / German: ',0.0107421875,0.015625,False,1,1.085082769393921,1.032588005065918,-0.05249476432800293,0.00074868492083624
L0.H0,5,Answer with a German word. English: 'Bread' / German: ',0.015625,0.046875,False,1,2.7529592514038086,2.6876602172851562,-0.06529903411865234,0.0009244995890185237
L0.H0,6,Answer with a German word. English: 'Death' / German: ',0.02294921875,0.03125,False,1,2.166099786758423,2.0680153369903564,-0.0980844497680664,0.001755396369844675
L0.H0,7,Answer with a German word. English: 'White' / German: ',0.00634765625,0.0,False,1,3.264313220977783,3.2437233924865723,-0.020589828491210938,0.0008659297600388527
L0.H0,8,Answer with a German word. English: 'Today' / German: ',-0.0029296875,0.0,False,1,1.7520225048065186,1.7522081136703491,0.0001856088638305664,0.0007165168062783778
L0.H0,9,Answer with a German word. English: 'Forest' / German: ',0.0126953125,0.015625,False,1,3.1653761863708496,3.1548686027526855,-0.010507583618164062,0.001472807489335537
L0.H0,10,Answer with a German word. English: 'Cat' / German: ',0.00439453125,0.015625,False,1,1.8241174221038818,1.8085559606552124,-0.015561461448669434,0.0001045808894559741
L0.H0,11,Answer with a German word. English: 'Red' / German: ',0.0107421875,0.03125,False,1,1.8935502767562866,1.8456918001174927,-0.047858476638793945,0.000861017033457756
L0.H0,12,Answer with a German word. English: 'World' / German: ',-0.01220703125,-0.078125,False,1,2.087380886077881,2.1407225131988525,0.05334162712097168,0.0008161440491676331
L0.H0,13,Answer with a German word. English: 'Eye' / German: ',0.0,0.0,False,1,2.83758544921875,2.7748377323150635,-0.06274771690368652,0.001482120482251048
L0.H0,14,Answer with a German word. English: 'Chair' / German: ',0.0013427734375,0.015625,False,1,3.249347686767578,3.239403486251831,-0.00994420051574707,0.00035169749753549695
L0.H0,15,Answer with a German word. English: 'Time' / German: ',-0.001953125,-0.0625,False,1,0.5006155371665955,0.5103026628494263,0.00968712568283081,0.0003578808973543346
L0.H0,16,Answer with a German word. English: 'Doctor' / German: ',-0.00244140625,0.0,False,1,1.8901432752609253,1.8853110074996948,-0.004832267761230469,0.000527152034919709
L0.H0,17,Answer with a German word. English: 'Ship' / German: ',-0.011962890625,-0.03125,False,1,2.433480739593506,2.4517688751220703,0.018288135528564453,0.0005705180810764432
L0.H0,18,Answer with a German word. English: 'Dog' / German: ',0.01708984375,0.046875,False,1,3.1048264503479004,3.0372233390808105,-0.06760311126708984,0.0010918553452938795
L0.H0,19,Answer with a German word. English: 'Moon' / German: ',-0.00537109375,-0.015625,False,1,1.682569146156311,1.6987872123718262,0.016218066215515137,0.00035381235647946596
L0.H0,20,Answer with a German word. English: 'Money' / German: ',-0.0029296875,-0.03125,False,1,1.171053171157837,1.1704927682876587,-0.0005604028701782227,0.000625111220870167
L0.H0,21,Answer with a German word. English: 'Earth' / German: ',0.031982421875,0.125,False,1,3.0281670093536377,2.9328389167785645,-0.09532809257507324,0.003007945604622364
L0.H0,22,Answer with a German word. English: 'Fruit' / German: ',0.00341796875,0.03125,False,1,2.4356155395507812,2.3913111686706543,-0.04430437088012695,0.0007083378732204437
L0.H0,23,Answer with a German word. English: 'Bridge' / German: ',0.0205078125,0.09375,False,1,2.9435489177703857,2.874063491821289,-0.06948542594909668,0.0012999861501157284
L0.H0,24,Answer with a German word. English: 'Peace' / German: ',-0.00244140625,-0.0625,False,1,3.1112165451049805,3.126577377319336,0.015360832214355469,0.0009678493952378631
L0.H0,25,Answer with a German word. English: 'Life' / German: ',0.01904296875,0.046875,False,1,1.6331877708435059,1.5774216651916504,-0.05576610565185547,0.000969691202044487
L0.H0,26,Answer with a German word. English: 'Sky' / German: ',0.002685546875,0.0,False,1,3.0021848678588867,2.9762425422668457,-0.025942325592041016,0.0005635770503431559
L0.H0,27,Answer with a German word. English: 'Key' / German: ',0.001953125,0.0078125,False,1,3.138925552368164,3.108778238296509,-0.030147314071655273,0.0003575753653421998
L0.H0,28,Answer with a German word. English: 'War' / German: ',0.00244140625,0.015625,False,1,0.5371959209442139,0.5259057283401489,-0.011290192604064941,-0.0001025332894641906
L0.H0,29,Answer with a German word. English: 'Daughter' / German: ',0.015625,0.078125,False,1,2.743894100189209,2.6713552474975586,-0.07253885269165039,0.0011915513314306736
L0.H0,30,Answer with a German word. English: 'Tree' / German: ',0.005859375,0.015625,False,1,2.74491024017334,2.708022356033325,-0.03688788414001465,0.0005650506354868412
L0.H0,31,Answer with a German word. English: 'Heart' / German: ',0.00927734375,0.046875,False,1,0.9863789081573486,0.9506900310516357,-0.03568887710571289,0.0003994014114141464
