head,prompt_index,prompt,base_token_prob_delta,base_token_logit_delta,base_token_changed,base_token_rank_post,baseline_entropy,modified_entropy,entropy_delta,kl_divergence
L0.H0,0,A dolphin is a type of mammal. A leopard is a type of,0.0068359375,0.03125,False,1,2.807797908782959,2.7898051738739014,-0.017992734909057617,0.00031043868511915207
L0.H0,1,A dolphin is a type of mammal. A shark is a type of,-0.00244140625,-0.015625,False,1,1.7189526557922363,1.7256720066070557,0.006719350814819336,0.00019737303955480456
L0.H0,2,A dolphin is a type of mammal. A parrot is a type of,-0.00146484375,-0.03125,False,1,0.6827817559242249,0.693790853023529,0.0110090970993042,-0.000117246869194787
L0.H0,3,A dolphin is a type of mammal. A beetle is a type of,-0.00390625,-0.015625,False,1,1.61161208152771,1.6199898719787598,0.008377790451049805,0.0002503650030121207
L0.H0,4,A dolphin is a type of mammal. A bear is a type of,-0.00048828125,0.0,False,1,2.0166783332824707,2.0161590576171875,-0.0005192756652832031,0.00011115905363112688
L0.H0,5,A dolphin is a type of mammal. A penguin is a type of,-0.00048828125,0.0,False,1,0.6093226075172424,0.6117254495620728,0.0024028420448303223,5.2839233831036836e-05
L0.H0,6,A dolphin is a type of mammal. A butterfly is a type of,0.0009765625,0.0,False,1,2.193178415298462,2.190781831741333,-0.0023965835571289062,0.00016133814642671496
L0.H0,7,A dolphin is a type of mammal. A fox is a type of,-0.0009765625,0.0,False,1,2.7704012393951416,2.762047052383423,-0.00835418701171875,0.000222319969907403
L0.H0,8,A dolphin is a type of mammal. A frog is a type of,-0.0029296875,-0.015625,False,1,2.077869415283203,2.0871903896331787,0.009320974349975586,0.0004830567631870508
L0.H0,9,A dolphin is a type of mammal. A grasshopper is a type of,-0.001953125,0.0,False,1,1.4651412963867188,1.4640543460845947,-0.0010869503021240234,0.0002521190035622567
L0.H0,10,A dolphin is a type of mammal. A horse is a type of,-0.001953125,-0.0078125,False,1,2.792922019958496,2.8012592792510986,0.008337259292602539,0.0002944846637547016
L0.H0,11,A dolphin is a type of mammal. A turkey is a type of,-0.0009765625,0.0,False,1,0.7634149789810181,0.7677025198936462,0.004287540912628174,-0.00012246215192135423
